,ID,D_ActivacionIAV_Mor,D_ActivacionICV_Mor,Opt_CalculoRagaliasIncrementales_Mor,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXFacilidadesIAV_Mor,Unc_MultCAPEXFacilidadesICV_Mor,Unc_MultCAPEXPerfo_UGE_Mor,Unc_MultOPEX_Mor,E_Brent,Total_VPN,volumen_Mbls,Capex,opex,flat
133,133.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.9,1.0,40.0,-1759.0331326722644,52.38197966632623,3314.3551005446634,1126.8207313890969,8.0
134,134.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.9,1.0,30.0,-1896.9718907983765,41.50495899604326,3150.196040484145,853.1346878562751,8.0
135,135.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.8,1.0,60.0,-450.3606470843493,130.58794234320223,3274.7893206051813,2856.4812884154503,4.0
136,136.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.8,0.9,60.0,-1025.6036215935676,95.87431963506812,3274.7893206051813,3163.77599955805,10.0
137,137.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,40.0,-1476.2368567997705,80.09403807473525,3317.199600605181,1332.014446590384,4.0
138,138.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.7,0.9,40.0,-1501.9423436009936,52.38197966632623,2906.9054205446632,1094.79818477766,8.0
139,139.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.9,60.0,-1265.162218284648,95.87431963506812,3682.2390006051814,3163.77599955805,10.0
140,140.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.9,0.9,30.0,-2068.8245757666173,41.50495899604326,3466.655480484145,828.8116260759891,8.0
141,141.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.8,0.9,0.9,50.0,-454.0215748755685,130.58794234320223,2637.1344804841456,1944.7167332558456,2.0
142,142.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,50.0,-1344.2228034631598,130.58794234320223,3869.7015405446637,2727.3622661534205,4.0
143,143.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.8,0.9,50.0,-1063.555554626142,70.85427533892505,2654.5755405446635,1667.5929991855721,8.0
144,144.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.7,0.9,50.0,-576.9350281395681,130.58794234320223,3317.199600605181,1944.7167332558456,2.0
145,145.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.9,1.0,60.0,-961.4295751899452,122.98836071631062,3478.514160605181,4031.7880686951094,8.0
146,146.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.9,0.9,50.0,-1696.435976578209,58.508503492874055,3466.655480484145,1497.7640769006005,10.0
147,147.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.8,0.9,40.0,-1008.4139890664117,130.58794234320223,2946.471200484145,1944.7167332558456,2.0
148,148.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.7,1.0,50.0,-1288.7486291201485,58.508503492874055,2742.746360484145,1534.7018999171742,10.0
149,149.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.9,0.9,50.0,-719.7211666653702,130.58794234320223,3150.196040484145,1944.7167332558456,2.0
150,150.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,1.0,1.0,40.0,-1638.4064934254845,41.50495899604326,2948.011540544663,1005.6107053696289,10.0
151,151.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,1.0,0.9,30.0,-1772.4488684908906,75.11727595467387,3518.0799405446633,814.2825070039069,2.0
152,152.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.9,0.9,50.0,-729.0044865830763,130.58794234320223,2801.2935405446633,2727.3622661534205,4.0
153,153.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.7,0.8,1.0,50.0,-543.0320235229891,130.58794234320223,2326.257420423627,2856.4812884154503,4.0
154,154.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,0.8,0.9,60.0,-225.9118471373341,130.58794234320223,2782.312140423627,1944.7167332558456,2.0
155,155.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.7,0.7,0.9,50.0,-792.5267671806264,68.90193226572049,2179.539420423627,1893.561086379984,10.0
156,156.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,0.8,0.9,60.0,-193.98343300748385,130.58794234320223,3063.6094204236274,1944.7167332558456,2.0
157,157.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,1.0,1.0,40.0,-963.0706649086655,113.81991637288002,2783.8524804841454,2304.311091897589,4.0
158,158.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.8,0.7,0.9,40.0,-1120.2068827120738,77.404691278589,2742.746360484145,1558.1381383897024,6.0
159,159.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,0.8,1.0,40.0,-561.3421846809184,130.58794234320223,2490.4164804841457,2073.835755517876,2.0
160,160.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,1.0,1.0,60.0,-489.87068498410525,130.58794234320223,2948.011540544663,2856.4812884154503,4.0
161,161.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.9,0.9,50.0,-521.4507043731621,130.58794234320223,2801.2935405446633,1944.7167332558456,2.0
162,162.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,60.0,-784.9242183311142,130.58794234320223,3556.0866006051815,2856.4812884154503,4.0
163,163.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,1.0,0.9,30.0,-1750.5450537217953,41.50495899604326,2948.011540544663,828.8116260759891,8.0
164,164.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.9,0.9,60.0,-779.7595501890405,130.58794234320223,3150.196040484145,3510.0077990509953,6.0
165,165.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.8,0.9,40.0,-1666.0293248221367,52.38197966632623,3274.7893206051813,1296.4470010963419,10.0
166,166.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,30.0,-1974.4478550691413,52.38197966632623,3630.8145405446635,691.5005521402959,4.0
167,167.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,40.0,-1584.7745266244858,84.26963300998734,3556.0866006051815,1380.2978353122498,4.0
168,168.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,1.0,1.0,60.0,-306.0614693865441,130.58794234320223,2948.011540544663,2856.4812884154503,4.0
169,169.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.7,1.0,30.0,-1702.6998902540588,41.50495899604326,2906.9054205446632,1005.6107053696289,10.0
170,170.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.7,1.0,60.0,-1087.1514891808256,87.3084364982703,3317.199600605181,2804.407602699597,10.0
171,171.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,0.7,1.0,40.0,-912.0498516849518,130.58794234320223,3153.0405405446627,2073.835755517876,2.0
172,172.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,0.9,40.0,-1229.8082484697482,63.93268598001005,2672.0166006051813,1167.9792324953817,6.0
173,173.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,1.0,50.0,-1318.2247088423253,68.90193226572049,3071.064480605181,1645.1552771195327,8.0
174,174.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,30.0,-2175.937289430841,41.50495899604326,3682.2390006051814,853.1346878562751,8.0
175,175.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.9,0.9,40.0,-1663.6372460546172,52.38197966632623,3150.196040484145,1094.79818477766,8.0
176,176.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,0.9,1.0,30.0,-1954.9653242754673,52.38197966632623,3630.8145405446635,925.1719150704149,6.0
177,177.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,0.7,1.0,60.0,-528.6877691996556,130.58794234320223,2578.5873004236273,3639.1268213130256,6.0
178,178.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,0.7,1.0,30.0,-1608.9041050765345,41.50495899604326,2824.7224204236268,853.1346878562751,8.0
179,179.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,1.0,1.0,60.0,-580.1054641019355,130.58794234320223,3869.7015405446637,2073.835755517876,2.0
180,180.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.9,0.9,50.0,-1045.63796532463,130.58794234320223,3302.496420423627,2727.3622661534205,4.0
181,181.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.7,0.9,60.0,-676.0274410493699,95.87431963506812,2672.0166006051813,3163.77599955805,10.0
182,182.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,1.0,30.0,-1770.3462291064066,52.38197966632623,3227.768480484145,723.5230987517327,4.0
183,183.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.7,0.8,0.9,50.0,-360.1145771004332,130.58794234320223,2782.312140423627,1944.7167332558456,2.0
184,184.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.7,0.8,0.9,50.0,-360.1145771004332,130.58794234320223,2782.312140423627,1944.7167332558456,2.0
185,185.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.8,1.0,60.0,-579.5096844794026,130.58794234320223,3110.630260544663,3639.1268213130256,6.0
186,186.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.8,1.0,40.0,-1131.9106006507247,130.58794234320223,3063.6094204236274,2073.835755517876,2.0
187,187.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,0.7,0.9,40.0,-1062.3050374464233,84.26963300998734,2578.5873004236273,1380.2978353122498,4.0
188,188.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.9,0.9,50.0,-1617.1887976159485,58.508503492874055,3302.496420423627,1497.7640769006005,10.0
189,189.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,1.0,0.9,50.0,-1185.8971587125818,130.58794234320223,3541.383420423627,2727.3622661534205,4.0
190,190.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.9,0.9,40.0,-1758.9606493760405,41.50495899604326,3150.196040484145,981.2876435893429,10.0
191,191.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.8,0.7,1.0,50.0,-475.5003229066057,130.58794234320223,2988.881480484145,2073.835755517876,2.0
192,192.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.7,1.0,0.9,30.0,-1362.8971681821363,119.96669715945328,3189.7618204236273,1699.268152240132,2.0
193,193.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.8,1.0,50.0,-554.1281512010391,130.58794234320223,2818.734600605181,2856.4812884154503,4.0
194,194.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,40.0,-1589.9113977096356,52.38197966632623,3112.170600605181,1328.469547707779,10.0
195,195.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.7,0.8,1.0,40.0,-1098.5583729840428,62.443653980531586,2326.257420423627,1169.505689112866,6.0
196,196.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,1.0,0.9,50.0,-1592.340436203585,68.90193226572049,3541.383420423627,1893.561086379984,10.0
197,197.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.7,0.7,1.0,50.0,-670.8768226935794,90.2139868922699,2179.539420423627,2056.043416929866,6.0
198,198.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,0.9,1.0,40.0,-1092.095073351901,75.11727595467387,2637.1344804841456,1539.7035389953503,6.0
199,199.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.7,1.0,40.0,-1674.6797061585878,41.50495899604326,2988.881480484145,1005.6107053696289,10.0
200,200.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.9,1.0,60.0,-1109.186429082321,101.2290504822933,3314.3551005446634,2988.7914934085843,8.0
201,201.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.9,0.9,40.0,-1786.500365530079,52.38197966632623,3478.514160605181,1296.4470010963419,10.0
202,202.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,1.0,60.0,-716.466936291155,130.58794234320223,3794.973600605181,2856.4812884154503,4.0
203,203.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.7,1.0,1.0,60.0,-284.61334452840583,130.58794234320223,3189.7618204236273,2073.835755517876,2.0
204,204.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,1.0,0.9,50.0,-1424.5175274906728,84.26963300998734,3541.383420423627,2185.7683284579057,8.0
205,205.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.9,50.0,-1549.6702682635348,58.508503492874055,3274.7893206051813,1497.7640769006005,10.0
206,206.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,0.8,1.0,60.0,-279.14408435551127,130.58794234320223,2490.4164804841457,3639.1268213130256,6.0
207,207.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.9,0.9,50.0,-1696.435976578209,58.508503492874055,3466.655480484145,1497.7640769006005,10.0
208,208.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.9,0.9,40.0,-1208.794870915238,123.94374175228508,3314.3551005446634,2513.422326629025,4.0
209,209.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.7,1.0,40.0,-1396.9896778375094,80.09403807473525,3153.0405405446627,1332.014446590384,4.0
210,210.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.7,1.0,50.0,-606.3057231364522,130.58794234320223,2906.9054205446632,2073.835755517876,2.0
211,211.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,0.8,1.0,60.0,-643.3780617163205,87.3084364982703,2490.4164804841457,2804.407602699597,10.0
212,212.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.7,1.0,50.0,-1051.3899342606644,66.12130743186812,2672.0166006051813,1826.3643241059954,10.0
213,213.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.9,1.0,30.0,-1943.8629257437829,41.50495899604326,3478.514160605181,853.1346878562751,8.0
214,214.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,0.9,1.0,30.0,-1796.4709663509452,52.38197966632623,3302.496420423627,925.1719150704149,6.0
215,215.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,30.0,-2115.451009725001,52.38197966632623,3869.7015405446637,691.5005521402959,4.0
216,216.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.7,0.9,50.0,-922.8775709415504,130.58794234320223,3153.0405405446627,2727.3622661534205,4.0
217,217.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,1.0,40.0,-1273.3033399589317,130.58794234320223,3794.973600605181,2073.835755517876,2.0
218,218.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.9,1.0,50.0,-1057.5080163479208,130.58794234320223,3314.3551005446634,2856.4812884154503,4.0
219,219.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,0.7,0.9,40.0,-808.6957693962083,130.58794234320223,2578.5873004236273,1944.7167332558456,2.0
220,220.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.8,1.0,1.0,30.0,-1382.9071161829618,70.85427533892505,2783.8524804841454,793.0567408958491,2.0
221,221.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,1.0,50.0,-1213.99688571603,58.508503492874055,2672.0166006051813,1534.7018999171742,10.0
222,222.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.8,0.9,0.9,60.0,-372.0924926781592,130.58794234320223,3466.655480484145,1944.7167332558456,2.0
223,223.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.7,0.9,40.0,-967.8880382703672,123.94374175228508,2906.9054205446632,2513.422326629025,4.0
224,224.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.8,0.9,40.0,-900.3413740439157,130.58794234320223,2818.734600605181,1944.7167332558456,2.0
225,225.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,0.7,1.0,50.0,-342.0963060783037,130.58794234320223,2343.698480484145,2856.4812884154503,4.0
226,226.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,0.8,1.0,40.0,-561.3421846809184,130.58794234320223,2490.4164804841457,2073.835755517876,2.0
227,227.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,1.0,50.0,-1141.203086245148,90.2139868922699,3071.064480605181,2056.043416929866,6.0
228,228.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,0.7,1.0,40.0,-702.3157643450537,113.81991637288002,2343.698480484145,2304.311091897589,4.0
229,229.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.7,0.9,1.0,50.0,-427.3710220518706,130.58794234320223,2472.975420423627,2856.4812884154503,4.0
230,230.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.7,0.9,60.0,-264.2071949198056,130.58794234320223,3317.199600605181,1944.7167332558456,2.0
231,231.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,50.0,-1566.9341931922866,90.2139868922699,3794.973600605181,2056.043416929866,6.0
232,232.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,60.0,-1015.0522763738743,130.58794234320223,4033.8606006051814,3510.0077990509953,6.0
233,233.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.8,0.9,0.9,50.0,-1177.9725262658203,84.26963300998734,3150.196040484145,2185.7683284579057,8.0
234,234.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,0.8,1.0,50.0,-1331.622450993801,66.12130743186812,3063.6094204236274,1826.3643241059954,10.0
235,235.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.9,50.0,-1335.1824883042289,58.508503492874055,2824.7224204236268,1497.7640769006005,10.0
236,236.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,1.0,30.0,-1913.2396096578095,68.23891945444271,3794.973600605181,1040.161079404463,4.0
237,237.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.8,0.7,1.0,40.0,-832.9898212402453,130.58794234320223,2988.881480484145,2073.835755517876,2.0
238,238.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.7,1.0,1.0,50.0,-504.3572276370423,130.58794234320223,2619.6934204236272,2856.4812884154503,4.0
239,239.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,60.0,-1486.369873594776,74.54606869299404,3630.8145405446635,2185.8566287098256,10.0
240,240.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,0.8,1.0,60.0,-253.20473554708204,130.58794234320223,2782.312140423627,2073.835755517876,2.0
241,241.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.7,0.9,30.0,-1359.0865873065627,52.38197966632623,2672.0166006051813,893.1493684589781,6.0
242,242.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.7,1.0,40.0,-1014.113437930871,113.81991637288002,2906.9054205446632,2304.311091897589,4.0
243,243.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.9,1.0,60.0,-961.4295751899452,122.98836071631062,3478.514160605181,4031.7880686951094,8.0
244,244.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.8,1.0,30.0,-1782.4843578230875,41.50495899604326,3063.6094204236274,700.6586703429214,6.0
245,245.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,0.9,40.0,-1786.6702958922724,52.38197966632623,3391.9275405446633,1094.79818477766,8.0
246,246.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.8,1.0,1.0,40.0,-1467.048278234174,52.38197966632623,2783.8524804841454,1126.8207313890969,8.0
247,247.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.8,0.7,0.9,50.0,-710.28742333441,101.2290504822933,2343.698480484145,2369.8301773739436,6.0
248,248.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.9,40.0,-952.4205670316277,130.58794234320223,2824.7224204236268,1944.7167332558456,2.0
249,249.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.9,1.0,60.0,-1327.8755156702541,74.54606869299404,3302.496420423627,2185.8566287098256,10.0
250,250.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,1.0,40.0,-1573.454140580236,80.09403807473525,3478.514160605181,1332.014446590384,4.0
251,251.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.8,0.8,1.0,40.0,-1271.5118772093535,75.11727595467387,2946.471200484145,1539.7035389953503,6.0
252,252.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.9,1.0,50.0,-838.954851884405,130.58794234320223,2965.452600605181,2856.4812884154503,4.0
253,253.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.8,0.7,0.9,40.0,-1284.7724666315153,41.50495899604326,2343.698480484145,981.2876435893429,10.0
254,254.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,1.0,0.9,50.0,-1571.0646089890447,70.85427533892505,3518.0799405446633,1667.5929991855721,8.0
255,255.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.8,1.0,1.0,40.0,-1467.048278234174,52.38197966632623,2783.8524804841454,1126.8207313890969,8.0
256,256.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.9,40.0,-1802.7465202514352,41.50495899604326,3227.768480484145,981.2876435893429,10.0
257,257.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,0.8,1.0,60.0,-643.3780617163205,87.3084364982703,2490.4164804841457,2804.407602699597,10.0
258,258.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.7,1.0,50.0,-603.5691375535139,130.58794234320223,2507.857540544663,2856.4812884154503,4.0
259,259.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,30.0,-2256.718765367884,41.50495899604326,4033.8606006051814,828.8116260759891,8.0
260,260.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.7,0.8,0.9,60.0,-791.1311141494529,95.87431963506812,2782.312140423627,3163.77599955805,10.0
261,261.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.7,1.0,0.9,30.0,-1513.0244709088513,41.50495899604326,2619.6934204236272,676.3356085626353,6.0
262,262.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,1.0,1.0,40.0,-963.0706649086655,113.81991637288002,2783.8524804841454,2304.311091897589,4.0
263,263.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,0.7,0.9,60.0,-58.66614585158989,130.58794234320223,2507.857540544663,2727.3622661534205,4.0
264,264.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.9,0.9,60.0,-344.5579174351621,130.58794234320223,3478.514160605181,1944.7167332558456,2.0
265,265.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,0.8,1.0,40.0,-1660.9372488294696,60.93331026846043,3391.9275405446633,1377.1320590572682,8.0
