,ID,D_ActivacionIAV_Mor,D_ActivacionICV_Mor,Opt_CalculoRagaliasIncrementales_Mor,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXFacilidadesIAV_Mor,Unc_MultCAPEXFacilidadesICV_Mor,Unc_MultCAPEXPerfo_UGE_Mor,Unc_MultOPEX_Mor,E_Brent,Total_VPN,volumen_Mbls,Capex,opex,flat
266,266.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.9,40.0,-1206.0298350818432,84.26963300998734,2824.7224204236268,1380.2978353122498,4.0
267,267.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,0.7,0.9,50.0,-572.9642196787935,130.58794234320223,2824.7224204236268,2727.3622661534205,4.0
268,268.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.9,0.9,60.0,-948.6837477500585,130.58794234320223,3466.655480484145,3510.0077990509953,6.0
269,269.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.7,1.0,60.0,-111.2691878399581,130.58794234320223,2906.9054205446632,2073.835755517876,2.0
270,270.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.7,0.9,60.0,-756.5391093362531,106.29108532121222,2742.746360484145,3127.596730842898,8.0
271,271.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.8,1.0,30.0,-1902.4181099242624,41.50495899604326,3274.7893206051813,1005.6107053696289,10.0
272,272.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,40.0,-1833.1740640831097,41.50495899604326,3317.199600605181,1005.6107053696289,10.0
273,273.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.8,0.7,1.0,40.0,-1151.040836501411,75.11727595467387,2742.746360484145,1539.7035389953503,6.0
274,274.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.8,0.7,1.0,50.0,-534.0911109503859,130.58794234320223,2343.698480484145,2856.4812884154503,4.0
275,275.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.7,0.9,1.0,50.0,-844.528439430174,90.2139868922699,2472.975420423627,2056.043416929866,6.0
276,276.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,1.0,1.0,50.0,-733.8096862965112,130.58794234320223,3518.0799405446633,2073.835755517876,2.0
277,277.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,0.9,40.0,-1093.8133063398352,130.58794234320223,3556.0866006051815,1944.7167332558456,2.0
278,278.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,0.7,0.9,40.0,-1334.0004872519462,63.93268598001005,2824.7224204236268,1432.0305995300369,8.0
279,279.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,1.0,1.0,40.0,-1208.5957704832729,130.58794234320223,3189.7618204236273,2073.835755517876,2.0
280,280.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,1.0,50.0,-1553.4337737503033,80.09403807473525,3794.973600605181,2075.4610081582705,8.0
281,281.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.9,0.9,50.0,-1183.1193735687914,101.2290504822933,3150.196040484145,2369.8301773739436,6.0
282,282.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.7,0.9,60.0,-188.82486337310158,130.58794234320223,2742.746360484145,1944.7167332558456,2.0
283,283.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,0.7,1.0,40.0,-552.4012721083151,130.58794234320223,2507.857540544663,2073.835755517876,2.0
284,284.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.8,0.9,0.9,30.0,-1772.4322272562488,41.50495899604326,3150.196040484145,828.8116260759891,8.0
285,285.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.9,1.0,40.0,-1630.5035032981802,41.50495899604326,2965.452600605181,1005.6107053696289,10.0
286,286.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.9,1.0,50.0,-1529.6907105360333,58.508503492874055,3150.196040484145,1534.7018999171742,10.0
287,287.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.7,0.8,0.9,30.0,-1341.093245679655,70.24022911054423,2782.312140423627,1038.2681520253648,4.0
288,288.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.8,1.0,50.0,-358.0575984539709,130.58794234320223,2818.734600605181,2073.835755517876,2.0
289,289.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,0.9,50.0,-826.7421092922738,130.58794234320223,3794.973600605181,1944.7167332558456,2.0
290,290.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,-1706.620207212896,74.54606869299404,4033.8606006051814,2185.8566287098256,10.0
291,291.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,1.0,0.9,30.0,-1559.6945517804188,41.50495899604326,2783.8524804841454,828.8116260759891,8.0
292,292.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,40.0,-1589.9113977096356,52.38197966632623,3112.170600605181,1328.469547707779,10.0
293,293.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.8,0.9,0.9,60.0,-140.92155816628016,130.58794234320223,2637.1344804841456,1944.7167332558456,2.0
294,294.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,40.0,-1369.6521375375075,130.58794234320223,3556.0866006051815,2073.835755517876,2.0
295,295.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,1.0,40.0,-1378.0885691844112,113.81991637288002,3556.0866006051815,2304.311091897589,4.0
296,296.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,0.9,30.0,-2115.7156107120236,41.50495899604326,3794.973600605181,828.8116260759891,8.0
297,297.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,1.0,30.0,-2128.6519512750365,41.50495899604326,3794.973600605181,853.1346878562751,8.0
298,298.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.7,0.7,1.0,50.0,-94.44560666059557,130.58794234320223,2179.539420423627,2073.835755517876,2.0
299,299.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.7,1.0,0.9,40.0,-1218.4800955565825,63.93268598001005,2619.6934204236272,1432.0305995300369,8.0
300,300.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.7,0.9,50.0,-644.6844865727636,127.66028995263277,2672.0166006051813,3388.8437192038896,6.0
301,301.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.9,0.9,60.0,-267.0047226556365,130.58794234320223,2965.452600605181,2727.3622661534205,4.0
302,302.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.8,1.0,60.0,-783.2522014197382,130.58794234320223,3063.6094204236274,3639.1268213130256,6.0
303,303.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,1.0,50.0,-1022.3163633349761,130.58794234320223,3227.768480484145,2856.4812884154503,4.0
304,304.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.8,0.9,0.9,50.0,-1124.0337032556035,127.66028995263277,3466.655480484145,3388.8437192038896,6.0
305,305.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,0.7,1.0,50.0,-815.3201182296965,80.09403807473525,2507.857540544663,2075.4610081582705,8.0
306,306.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.9,50.0,-1288.8986658274782,70.85427533892505,3071.064480605181,1667.5929991855721,8.0
307,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,30.0,-1859.680996152306,70.85427533892505,3630.8145405446635,793.0567408958491,2.0
308,308.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.7,0.9,40.0,-1448.2847895092864,63.93268598001005,2988.881480484145,1167.9792324953817,6.0
309,309.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,1.0,40.0,-1364.0921288900004,52.38197966632623,2672.0166006051813,1126.8207313890969,8.0
310,310.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.9,60.0,-313.4219596214691,130.58794234320223,3071.064480605181,1944.7167332558456,2.0
311,311.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,1.0,30.0,-1940.7577616737706,41.50495899604326,3227.768480484145,853.1346878562751,8.0
312,312.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,1.0,0.9,60.0,-889.5473320503766,130.58794234320223,3353.920880484145,3510.0077990509953,6.0
313,313.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.7,0.9,60.0,-1180.9365035102792,75.70171885222204,3153.0405405446627,2185.0941846102487,10.0
314,314.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,50.0,-1714.629772774617,70.85427533892505,3794.973600605181,1667.5929991855721,8.0
315,315.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.9,0.9,40.0,-1663.6372460546172,52.38197966632623,3150.196040484145,1094.79818477766,8.0
316,316.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.8,1.0,1.0,30.0,-1690.4272669099762,68.23891945444271,3353.920880484145,1040.161079404463,4.0
317,317.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.9,1.0,60.0,-293.1470356596654,130.58794234320223,2965.452600605181,2073.835755517876,2.0
318,318.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.8,1.0,1.0,60.0,-526.4023745453449,130.58794234320223,3353.920880484145,2856.4812884154503,4.0
319,319.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.8,1.0,30.0,-1728.9524369985315,52.38197966632623,3274.7893206051813,925.1719150704149,6.0
320,320.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.7,0.9,0.9,50.0,-1266.5482560164717,68.90193226572049,2986.036980423627,1893.561086379984,10.0
321,321.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,0.8,1.0,40.0,-1336.3638805682447,52.38197966632623,2654.5755405446635,1328.469547707779,10.0
322,322.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,1.0,50.0,-1084.9786075136851,68.90193226572049,2672.0166006051813,1645.1552771195327,8.0
323,323.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.8,1.0,0.9,50.0,-837.6926386910734,130.58794234320223,3353.920880484145,2727.3622661534205,4.0
324,324.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,0.9,40.0,-1704.4323475837348,77.404691278589,3794.973600605181,1558.1381383897024,6.0
325,325.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.8,1.0,30.0,-1823.1709309620012,41.50495899604326,3110.630260544663,1005.6107053696289,10.0
326,326.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,0.9,60.0,-121.46840919932237,130.58794234320223,2672.0166006051813,1944.7167332558456,2.0
327,327.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,1.0,1.0,50.0,-1729.4089302062368,58.508503492874055,3518.0799405446633,1534.7018999171742,10.0
328,328.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.8,1.0,40.0,-1213.8316576010745,113.81991637288002,3274.7893206051813,2304.311091897589,4.0
329,329.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.7,1.0,60.0,-944.1571036524475,87.3084364982703,3071.064480605181,2804.407602699597,10.0
330,330.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,0.7,1.0,30.0,-1349.7716281956286,106.29108532121222,3153.0405405446627,1497.626809058133,2.0
331,331.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.7,0.9,50.0,-1021.4244711151672,101.2290504822933,2906.9054205446632,2369.8301773739436,6.0
332,332.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,1.0,1.0,40.0,-1737.622418662018,60.93331026846043,3518.0799405446633,1377.1320590572682,8.0
333,333.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,1.0,0.9,30.0,-2051.5543265717943,41.50495899604326,3541.383420423627,676.3356085626353,6.0
334,334.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.9,40.0,-1802.7465202514352,41.50495899604326,3227.768480484145,981.2876435893429,10.0
335,335.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.7,1.0,30.0,-1375.2352949619487,52.38197966632623,2672.0166006051813,925.1719150704149,6.0
336,336.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.9,0.9,50.0,-1556.135414850095,70.85427533892505,3466.655480484145,1667.5929991855721,8.0
337,337.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.9,0.9,40.0,-1864.5024959450336,41.50495899604326,3302.496420423627,981.2876435893429,10.0
338,338.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,1.0,50.0,-907.9569849165076,90.2139868922699,2672.0166006051813,2056.043416929866,6.0
339,339.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,50.0,-1108.598018163585,130.58794234320223,3869.7015405446637,1944.7167332558456,2.0
340,340.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.9,30.0,-1533.9471878328995,52.38197966632623,2824.7224204236268,691.5005521402959,4.0
341,341.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,1.0,1.0,30.0,-1763.4813942848077,41.50495899604326,2948.011540544663,853.1346878562751,8.0
342,342.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.7,1.0,30.0,-1200.7037878765266,70.85427533892505,2507.857540544663,793.0567408958491,2.0
343,343.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,1.0,1.0,40.0,-1546.2954571964349,52.38197966632623,2948.011540544663,1126.8207313890969,8.0
344,344.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,0.7,0.9,60.0,-366.57690109345566,130.29885231276955,2343.698480484145,4278.034793040378,8.0
345,345.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,1.0,50.0,-1182.9784923222323,119.96669715945328,3556.0866006051815,3190.87110720336,6.0
346,346.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.8,1.0,40.0,-1430.0062351338756,75.11727595467387,3274.7893206051813,1539.7035389953503,6.0
347,347.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.9,40.0,-1172.670900649748,130.58794234320223,3227.768480484145,1944.7167332558456,2.0
348,348.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,0.9,0.9,50.0,-1125.1547693755986,68.90193226572049,2801.2935405446633,1893.561086379984,10.0
349,349.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.8,0.9,1.0,30.0,-1518.05782134456,41.50495899604326,2637.1344804841456,700.6586703429214,6.0
350,350.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,0.8,1.0,60.0,-635.7353709840186,130.58794234320223,2782.312140423627,3639.1268213130256,6.0
351,351.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,1.0,50.0,-1141.203086245148,90.2139868922699,3071.064480605181,2056.043416929866,6.0
352,352.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.9,30.0,-1616.516519696082,75.11727595467387,3227.768480484145,814.2825070039069,2.0
353,353.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.7,0.7,0.9,50.0,-259.4026758324541,130.58794234320223,2578.5873004236273,1944.7167332558456,2.0
354,354.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,0.7,1.0,30.0,-1469.4537889254184,41.50495899604326,2507.857540544663,1005.6107053696289,10.0
355,355.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.8,1.0,0.9,50.0,-1298.4435669737627,84.26963300998734,3353.920880484145,2185.7683284579057,8.0
356,356.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.9,0.9,60.0,-929.0139448210092,130.29885231276955,3478.514160605181,4278.034793040378,8.0
357,357.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.8,1.0,30.0,-1728.9524369985315,52.38197966632623,3274.7893206051813,925.1719150704149,6.0
358,358.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.9,1.0,30.0,-1817.9456659099542,41.50495899604326,3150.196040484145,700.6586703429214,6.0
359,359.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,30.0,-2222.543116911651,41.50495899604326,3541.383420423627,1005.6107053696289,10.0
360,360.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,1.0,1.0,30.0,-1234.2512365002644,106.29108532121222,2948.011540544663,1497.626809058133,2.0
361,361.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.7,1.0,50.0,-1367.9958080824094,58.508503492874055,2906.9054205446632,1534.7018999171742,10.0
362,362.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.9,30.0,-1829.7922326840558,41.50495899604326,3112.170600605181,828.8116260759891,8.0
363,363.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,0.7,0.9,50.0,-710.4523029179189,130.58794234320223,3153.0405405446627,2727.3622661534205,4.0
364,364.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.7,0.8,0.9,40.0,-663.1888201131127,130.58794234320223,2326.257420423627,1944.7167332558456,2.0
365,365.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.8,1.0,1.0,30.0,-2190.1869728947963,41.50495899604326,3705.542480484145,1005.6107053696289,10.0
366,366.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,0.7,0.9,60.0,-245.4363518521091,130.58794234320223,2824.7224204236268,2727.3622661534205,4.0
367,367.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.9,1.0,60.0,-309.6095661599223,130.58794234320223,3314.3551005446634,2073.835755517876,2.0
368,368.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.7,0.8,0.9,50.0,-514.846131141583,127.66028995263277,2326.257420423627,3388.8437192038896,6.0
369,369.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.7,0.8,0.9,60.0,-733.8680066430127,75.70171885222204,2326.257420423627,2185.0941846102487,10.0
370,370.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.8,0.7,1.0,60.0,-929.7703563552827,87.3084364982703,2988.881480484145,2804.407602699597,10.0
371,371.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,50.0,-1461.949506477745,68.90193226572049,3317.199600605181,1645.1552771195327,8.0
372,372.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.8,0.9,0.9,30.0,-1674.780412126566,52.38197966632623,3150.196040484145,893.1493684589781,6.0
373,373.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.7,1.0,50.0,-609.1651305786587,130.58794234320223,3317.199600605181,2073.835755517876,2.0
374,374.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.8,0.9,50.0,-327.89971177747947,130.58794234320223,2818.734600605181,1944.7167332558456,2.0
375,375.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,30.0,-2210.048684496317,41.50495899604326,3869.7015405446637,676.3356085626353,6.0
376,376.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.8,1.0,50.0,-1325.8598973349865,66.12130743186812,3110.630260544663,1826.3643241059954,10.0
377,377.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,1.0,50.0,-1346.683859574166,90.2139868922699,3391.9275405446633,2056.043416929866,6.0
378,378.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,50.0,-1714.629772774617,70.85427533892505,3794.973600605181,1667.5929991855721,8.0
379,379.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.7,0.7,1.0,40.0,-622.9438673830051,130.58794234320223,2578.5873004236273,2073.835755517876,2.0
380,380.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,1.0,0.9,50.0,-814.654321774872,127.66028995263277,2948.011540544663,3388.8437192038896,6.0
381,381.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,0.8,1.0,40.0,-1140.3470322976284,113.81991637288002,3063.6094204236274,2304.311091897589,4.0
382,382.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.7,1.0,30.0,-1708.590253412808,52.38197966632623,3153.0405405446627,723.5230987517327,4.0
383,383.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.7,0.9,40.0,-887.9429483584693,130.58794234320223,2742.746360484145,1944.7167332558456,2.0
384,384.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,50.0,-1421.8327126796285,127.66028995263277,4033.8606006051814,3388.8437192038896,6.0
385,385.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.8,1.0,30.0,-1685.3364964853308,52.38197966632623,3110.630260544663,723.5230987517327,4.0
386,386.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,50.0,-1805.711791483063,68.90193226572049,3869.7015405446637,1645.1552771195327,8.0
387,387.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,1.0,0.9,60.0,-108.04080839185531,130.58794234320223,2948.011540544663,1944.7167332558456,2.0
388,388.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.7,1.0,50.0,-538.0022234383956,130.58794234320223,2742.746360484145,2073.835755517876,2.0
389,389.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.8,1.0,1.0,60.0,-819.8675444823384,101.2290504822933,2783.8524804841454,2988.7914934085843,8.0
390,390.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,1.0,1.0,30.0,-2017.663885580158,41.50495899604326,3518.0799405446633,700.6586703429214,6.0
391,391.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.8,0.9,40.0,-1319.925102382277,77.404691278589,3110.630260544663,1558.1381383897024,6.0
392,392.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.8,1.0,60.0,-1181.1098073555797,74.54606869299404,3110.630260544663,2185.8566287098256,10.0
393,393.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.7,0.9,40.0,-1689.2830817496138,52.38197966632623,3317.199600605181,1296.4470010963419,10.0
394,394.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.9,0.9,50.0,-962.5538451992478,101.2290504822933,2801.2935405446633,2369.8301773739436,6.0
395,395.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,60.0,-998.9783513407031,130.58794234320223,3556.0866006051815,3639.1268213130256,6.0
396,396.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,1.0,0.9,50.0,-758.5904575923944,130.58794234320223,3189.7618204236273,1944.7167332558456,2.0
397,397.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.7,0.9,0.9,60.0,-627.5343338153414,106.29108532121222,2472.975420423627,3127.596730842898,8.0
398,398.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,60.0,-1134.5431686900022,130.58794234320223,3794.973600605181,3639.1268213130256,6.0
399,399.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.7,0.9,1.0,60.0,-651.432458041104,87.3084364982703,2472.975420423627,2804.407602699597,10.0
